RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,date,rental_price
84633,74,60632,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,1482.57168
92045,75,77584,zip,TX,TX,Pearland,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,1/31/2025,1898.883575
62039,76,11229,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1/31/2025,2483.84415
98432,77,95823,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,1/31/2025,2203.462755
92271,78,78130,zip,TX,TX,New Braunfels,"San Antonio-New Braunfels, TX",Comal County,1/31/2025,1674.391641
84619,79,60617,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,1394.084289
67182,80,22193,zip,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,1/31/2025,2403.036365
62043,81,11233,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1/31/2025,3021.076078
90769,82,75217,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,1/31/2025,1819.526115
69431,85,27587,zip,NC,NC,Wake Forest,"Raleigh-Cary, NC",Wake County,1/31/2025,1909.314672
89925,87,73099,zip,OK,OK,Yukon,"Oklahoma City, OK",Canadian County,1/31/2025,1629.065581
91889,88,77379,zip,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,1/31/2025,1567.155261
98848,90,96706,zip,HI,HI,Ewa Beach,"Urban Honolulu, HI",Honolulu County,1/31/2025,3389.890628
62015,91,11204,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1/31/2025,2078.394863
74126,92,37042,zip,TN,TN,Clarksville,"Clarksville, TN-KY",Montgomery County,1/31/2025,1483.999203
417444,93,85142,zip,AZ,AZ,Queen Creek,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1/31/2025,2192.161136
70810,94,30024,zip,GA,GA,Suwanee,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,1/31/2025,2074.617742
61808,95,10468,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,1/31/2025,2207.246511
93137,96,79928,zip,TX,TX,Horizon City,"El Paso, TX",El Paso County,1/31/2025,1782.035033
97940,97,95035,zip,CA,CA,Milpitas,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1/31/2025,3342.546912
84610,99,60608,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,1780.30921
62067,100,11355,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,1/31/2025,2334.526167
96888,101,92509,zip,CA,CA,Jurupa Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,1/31/2025,2659.262302
92598,102,78666,zip,TX,TX,San Marcos,"Austin-Round Rock-Georgetown, TX",Hays County,1/31/2025,1459.864278
62014,103,11203,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1/31/2025,2475.271545
97189,104,93257,zip,CA,CA,Porterville,"Visalia, CA",Tulare County,1/31/2025,1296.412472
97328,105,93550,zip,CA,CA,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,2457.80279
84627,106,60625,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,1747.144712
61797,107,10457,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,1/31/2025,2684.863698
87074,108,66062,zip,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,1/31/2025,1905.628943
96934,109,92592,zip,CA,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County,1/31/2025,3205.6504
84625,110,60623,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,1462.813181
98325,111,95630,zip,CA,CA,Folsom,"Sacramento-Roseville-Folsom, CA",Sacramento County,1/31/2025,2567.399281
61792,112,10452,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,1/31/2025,2315.720175
69816,113,28269,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1/31/2025,1819.295424
97073,114,92880,zip,CA,CA,Eastvale,"Riverside-San Bernardino-Ontario, CA",Riverside County,1/31/2025,3164.038944
97751,115,94544,zip,CA,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,1/31/2025,2507.852676
96208,116,90706,zip,CA,CA,Bellflower,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,2470.334815
92520,117,78577,zip,TX,TX,Pharr,"McAllen-Edinburg-Mission, TX",Hidalgo County,1/31/2025,1081.711646
92576,118,78641,zip,TX,TX,Leander,"Austin-Round Rock-Georgetown, TX",Williamson County,1/31/2025,1983.519704
97318,119,93535,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,2811.648594
91950,120,77459,zip,TX,TX,Missouri City,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,1/31/2025,2172.240086
61643,122,10029,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1/31/2025,3158.331
97004,123,92704,zip,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1/31/2025,2808.070201
97202,124,93274,zip,CA,CA,Tulare,"Visalia, CA",Tulare County,1/31/2025,1810.155764
62029,125,11218,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1/31/2025,2813.916448
90638,126,75035,zip,TX,TX,Frisco,"Dallas-Fort Worth-Arlington, TX",Collin County,1/31/2025,2546.447752
62023,127,11212,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1/31/2025,2549.983013
61802,128,10462,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,1/31/2025,2401.339764
96364,129,91335,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,2993.832603
69450,130,27610,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,1/31/2025,1939.768715
84635,131,60634,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,1660.309529
71067,132,30349,zip,GA,GA,,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,1/31/2025,2004.612034
97740,133,94533,zip,CA,CA,Fairfield,"Vallejo, CA",Solano County,1/31/2025,2324.072909
69672,134,28027,zip,NC,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,1/31/2025,1853.981576
73221,135,34787,zip,FL,FL,Winter Garden,"Orlando-Kissimmee-Sanford, FL",Orange County,1/31/2025,2641.312355
95315,136,87121,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,1/31/2025,1786.852772
91325,137,76244,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1/31/2025,2122.936235
91732,138,77083,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1/31/2025,2039.561566
61616,139,10002,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1/31/2025,4220.21123
67732,140,23464,zip,VA,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,1/31/2025,2108.695237
91221,141,76063,zip,TX,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1/31/2025,1729.299958
61806,142,10466,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,1/31/2025,3108.964211
62087,143,11375,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,1/31/2025,2963.432692
99534,145,98052,zip,WA,WA,Redmond,"Seattle-Tacoma-Bellevue, WA",King County,1/31/2025,2452.395044
73233,146,34953,zip,FL,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,1/31/2025,2588.398754
72362,147,33024,zip,FL,FL,Pembroke Pines,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,1/31/2025,2587.82543
72578,148,33411,zip,FL,FL,,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,1/31/2025,2357.407703
90612,149,75002,zip,TX,TX,Allen,"Dallas-Fort Worth-Arlington, TX",Collin County,1/31/2025,2299.247533
93123,150,79912,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,1/31/2025,1818.206401
97319,151,93536,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,3007.862684
96467,152,91709,zip,CA,CA,Chino Hills,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,1/31/2025,2993.203102
96545,153,91910,zip,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1/31/2025,2679.723848
99500,154,98012,zip,WA,WA,Bothell,"Seattle-Tacoma-Bellevue, WA",Snohomish County,1/31/2025,2516.423125
97721,155,94513,zip,CA,CA,Brentwood,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1/31/2025,3293.313073
92515,156,78572,zip,TX,TX,Mission,"McAllen-Edinburg-Mission, TX",Hidalgo County,1/31/2025,1967.798954
62179,157,11691,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,1/31/2025,
90764,158,75211,zip,TX,TX,Cockrell Hill,"Dallas-Fort Worth-Arlington, TX",Dallas County,1/31/2025,1699.818566
94820,159,85225,zip,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1/31/2025,1840.913833
70825,160,30040,zip,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,1/31/2025,2412.901363
97435,161,93727,zip,CA,CA,Fresno,"Fresno, CA",Fresno County,1/31/2025,2375.745579
95804,162,89108,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1/31/2025,1424.496638
96465,163,91706,zip,CA,CA,Baldwin Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,2494.085795
95984,164,90003,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,3066.374884
67180,165,22191,zip,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,1/31/2025,2298.858248
96667,166,92126,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1/31/2025,2931.924606
65787,167,19120,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,1/31/2025,1526.594164
70826,168,30041,zip,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,1/31/2025,2250.22906
91198,169,76028,zip,TX,TX,Burleson,"Dallas-Fort Worth-Arlington, TX",Johnson County,1/31/2025,1997.816
70835,170,30052,zip,GA,GA,Loganville,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,1/31/2025,2279.209208
93203,171,80013,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,1/31/2025,1940.552056
62026,172,11215,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1/31/2025,3687.056205
90780,173,75228,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,1/31/2025,1493.553626
66126,174,20002,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,1/31/2025,2423.60981
86026,175,63376,zip,MO,MO,Saint Peters,"St. Louis, MO-IL",Saint Charles County,1/31/2025,1680.448486
74242,176,37211,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,1/31/2025,1564.964648
84340,177,60085,zip,IL,IL,Waukegan,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,1/31/2025,1808.591582
91291,178,76179,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1/31/2025,2156.802939
399724,179,77407,zip,TX,TX,Richmond,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,1/31/2025,1713.840943
84654,180,60657,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,2282.522933
70832,181,30047,zip,GA,GA,Lilburn,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,1/31/2025,2179.914269
72363,182,33025,zip,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,1/31/2025,2411.410024
61803,183,10463,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,1/31/2025,3096.220132
72530,184,33311,zip,FL,FL,Fort Lauderdale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,1/31/2025,2364.609945
98930,185,96797,zip,HI,HI,Waipahu,"Urban Honolulu, HI",Honolulu County,1/31/2025,2503.92119
399648,186,83646,zip,ID,ID,Meridian,"Boise City, ID",Ada County,1/31/2025,2162.354497
96911,187,92553,zip,CA,CA,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,1/31/2025,2279.983186
62020,188,11209,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1/31/2025,2426.152107
94410,189,84043,zip,UT,UT,Lehi,"Provo-Orem, UT",Utah County,1/31/2025,2280.560407
63776,190,14850,zip,NY,NY,Ithaca,"Ithaca, NY",Tompkins County,1/31/2025,1795.524783
97222,191,93306,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,1/31/2025,1866.937083
93205,192,80015,zip,CO,CO,Centennial,"Denver-Aurora-Lakewood, CO",Arapahoe County,1/31/2025,2653.387812
91744,193,77095,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1/31/2025,1439.823329
97167,194,93230,zip,CA,CA,Hanford,"Hanford-Corcoran, CA",Kings County,1/31/2025,1862.512503
70904,195,30127,zip,GA,GA,Powder Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,1/31/2025,2145.180386
69823,196,28277,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1/31/2025,1959.943001
92125,197,77845,zip,TX,TX,College Station,"College Station-Bryan, TX",Brazos County,1/31/2025,1748.815777
95770,198,89031,zip,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1/31/2025,2058.545021
66705,199,20906,zip,MD,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,1/31/2025,2001.377581
78085,200,46307,zip,IN,IN,Crown Point,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,1/31/2025,2044.992001
98411,201,95747,zip,CA,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,1/31/2025,2686.493884
97743,202,94536,zip,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,1/31/2025,3045.50649
96918,203,92563,zip,CA,CA,Murrieta,"Riverside-San Bernardino-Ontario, CA",Riverside County,1/31/2025,2872.620552
77400,204,45011,zip,OH,OH,Hamilton,"Cincinnati, OH-KY-IN",Butler County,1/31/2025,1796.475783
99142,205,97229,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,1/31/2025,2532.10215
96110,206,90255,zip,CA,CA,Huntington Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,1827.894348
96647,207,92105,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1/31/2025,2269.647593
84616,208,60614,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,2607.239536
96590,209,92021,zip,CA,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1/31/2025,2497.209368
96477,210,91730,zip,CA,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,1/31/2025,2731.474956
84622,211,60620,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,1375.868363
72361,212,33023,zip,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,1/31/2025,2616.01076
97565,213,94110,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1/31/2025,3631.063848
94940,214,85364,zip,AZ,AZ,Yuma,"Yuma, AZ",Yuma County,1/31/2025,1214.91433
60565,215,7055,zip,NJ,NJ,Passaic,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,1/31/2025,2104.72645
91941,216,77450,zip,TX,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Harris County,1/31/2025,1957.056453
62024,217,11213,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1/31/2025,2831.890222
78823,218,47906,zip,IN,IN,West Lafayette,"Lafayette-West Lafayette, IN",Tippecanoe County,1/31/2025,1793.925139
97717,219,94509,zip,CA,CA,Antioch,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1/31/2025,2515.969699
97118,220,93065,zip,CA,CA,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,1/31/2025,2988.011083
98378,221,95687,zip,CA,CA,Vacaville,"Vallejo, CA",Solano County,1/31/2025,2602.59104
62012,222,11201,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1/31/2025,4227.662151
97075,223,92882,zip,CA,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,1/31/2025,3106.163341
60642,224,7305,zip,NJ,NJ,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,1/31/2025,2296.623109
65791,225,19124,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,1/31/2025,1238.586905
97764,226,94558,zip,CA,CA,Napa,"Napa, CA",Napa County,1/31/2025,2918.203688
97745,227,94538,zip,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,1/31/2025,2862.512271
74156,228,37075,zip,TN,TN,Hendersonville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,1/31/2025,1670.280611
96506,229,91766,zip,CA,CA,Pomona,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1/31/2025,2702.804845
97024,230,92805,zip,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1/31/2025,2754.726963
92350,231,78254,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1/31/2025,1810.630353
84641,232,60641,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1/31/2025,1645.199183
92225,233,78046,zip,TX,TX,Laredo,"Laredo, TX",Webb County,1/31/2025,
